sex,age,edu,marital,ls,trust,nofriend,smoke,alcabuse,wkabint,englang,height,weight,income
MALE,62,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,185,115,>1K
FEMALE,72,PRIMARY/NO EDUCATION,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,1,NO,NO,NO,NONE,163,68,>1K
MALE,24,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,176,85,>1K
FEMALE,47,SECONDARY,WIDOWED,PLEASED,IT`S DIFFICULT TO TELL,3,NO,NO,NO,NONE,164,65,>1K
MALE,57,VOCATIONAL/GRAMMAR,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,NONE,180,80,>1K
MALE,53,SECONDARY,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,178,100,>1K
FEMALE,79,PRIMARY/NO EDUCATION,WIDOWED,MIXED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,158,58,<=1K
FEMALE,47,POST-SECONDARY OR HIGHER,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,PASSIVE,160,58,>1K
FEMALE,25,SECONDARY,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,166,60,<=1K
MALE,27,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,183,60,<=1K
MALE,36,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,ACTIVE,175,81,>1K
FEMALE,45,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,163,57,>1K
MALE,55,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,ACTIVE,180,80,>1K
MALE,55,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,174,87,>1K
MALE,80,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,180,80,>1K
FEMALE,54,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,163,98,<=1K
FEMALE,22,SECONDARY,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,8,NO,NO,NO,ACTIVE,171,54,<=1K
FEMALE,34,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,YES,PASSIVE,163,80,<=1K
MALE,39,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,8,YES,NO,NO,ACTIVE,189,145,>1K
FEMALE,61,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,162,68,>1K
FEMALE,36,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,ACTIVE,164,57,>1K
FEMALE,52,PRIMARY/NO EDUCATION,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,162,65,>1K
FEMALE,63,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,162,60,>1K
MALE,42,SECONDARY,SINGLE,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,PASSIVE,183,132,<=1K
MALE,65,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,180,85,>1K
FEMALE,92,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,170,68,<=1K
FEMALE,52,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,NONE,158,45,<=1K
MALE,45,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,YES,NO,NONE,184,103,>1K
FEMALE,18,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,160,55,<=1K
MALE,22,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,177,59,<=1K
MALE,38,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,176,75,>1K
MALE,57,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,170,95,<=1K
MALE,42,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,189,105,<=1K
FEMALE,25,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,156,56,<=1K
FEMALE,24,SECONDARY,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,PASSIVE,164,59,<=1K
FEMALE,74,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,160,80,>1K
FEMALE,30,SECONDARY,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,172,75,<=1K
MALE,64,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,175,72,>1K
FEMALE,57,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,166,75,<=1K
FEMALE,64,SECONDARY,SINGLE,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,15,NO,NO,NO,NONE,160,80,>1K
FEMALE,24,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,171,59,>1K
MALE,24,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,187,70,>1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,15,NO,NO,YES,PASSIVE,180,65,<=1K
FEMALE,34,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,ACTIVE,177,62,<=1K
FEMALE,78,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,162,70,<=1K
MALE,55,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,172,99,>1K
MALE,42,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,PASSIVE,180,80,>1K
MALE,43,PRIMARY/NO EDUCATION,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,YES,NO,NONE,170,80,<=1K
FEMALE,75,SECONDARY,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,NONE,158,68,>1K
FEMALE,73,VOCATIONAL/GRAMMAR,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,158,70,>1K
FEMALE,47,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,ACTIVE,169,60,>1K
MALE,64,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,NONE,170,71,>1K
FEMALE,69,POST-SECONDARY OR HIGHER,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,165,66,>1K
MALE,57,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,164,76,<=1K
MALE,65,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,173,82,>1K
FEMALE,81,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,162,62,>1K
FEMALE,50,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,168,85,>1K
MALE,35,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,170,70,>1K
FEMALE,54,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,167,55,>1K
FEMALE,38,PRIMARY/NO EDUCATION,MARRIED,MIXED,IT`S DIFFICULT TO TELL,0,YES,NO,NO,NONE,160,45,<=1K
FEMALE,37,POST-SECONDARY OR HIGHER,MARRIED,MIXED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,ACTIVE,160,72,>1K
MALE,30,POST-SECONDARY OR HIGHER,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,178,82,>1K
FEMALE,58,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,164,84,<=1K
MALE,60,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,178,95,<=1K
MALE,84,SECONDARY,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,170,75,>1K
MALE,56,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,172,72,<=1K
FEMALE,57,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,158,68,<=1K
MALE,52,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,170,75,<=1K
FEMALE,35,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,168,78,<=1K
FEMALE,62,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,176,69,<=1K
MALE,63,PRIMARY/NO EDUCATION,SINGLE,MIXED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,NONE,165,64,<=1K
FEMALE,38,SECONDARY,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,170,70,<=1K
FEMALE,50,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,NONE,169,70,<=1K
MALE,26,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,195,85,<=1K
FEMALE,42,VOCATIONAL/GRAMMAR,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,150,60,<=1K
MALE,21,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,180,87,<=1K
MALE,46,VOCATIONAL/GRAMMAR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,10,YES,NO,NO,NONE,171,70,>1K
MALE,63,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,12,NO,NO,NO,NONE,174,102,>1K
FEMALE,60,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,YES,NO,NONE,160,60,<=1K
FEMALE,29,POST-SECONDARY OR HIGHER,SINGLE,UNHAPPY,MOST PEOPLE CAN BE TRUSTED,7,NO,NO,NO,ACTIVE,167,59,>1K
FEMALE,52,VOCATIONAL/GRAMMAR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,4,YES,NO,NO,NONE,160,62,<=1K
FEMALE,73,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,PASSIVE,159,50,>1K
MALE,48,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,14,NO,NO,NO,NONE,182,95,<=1K
FEMALE,20,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,165,77,<=1K
MALE,25,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,176,108,<=1K
FEMALE,56,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,156,58,>1K
FEMALE,41,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,14,YES,NO,NO,NONE,162,75,>1K
MALE,50,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,170,86,>1K
FEMALE,52,VOCATIONAL/GRAMMAR,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,156,68,<=1K
FEMALE,43,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,168,55,>1K
MALE,47,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,30,YES,NO,NO,ACTIVE,182,90,>1K
FEMALE,32,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,164,58,<=1K
FEMALE,33,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,165,85,<=1K
FEMALE,31,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,PASSIVE,160,74,<=1K
FEMALE,37,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,PASSIVE,162,55,>1K
FEMALE,74,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,165,70,<=1K
MALE,53,VOCATIONAL/GRAMMAR,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,184,84,>1K
MALE,22,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,ACTIVE,175,77,<=1K
FEMALE,23,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,YES,ACTIVE,163,54,<=1K
FEMALE,76,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,155,60,<=1K
MALE,29,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,YES,NONE,178,100,>1K
MALE,33,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,180,100,>1K
MALE,59,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,180,118,<=1K
FEMALE,32,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,168,65,<=1K
FEMALE,69,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,NONE,165,88,>1K
MALE,77,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,165,85,>1K
MALE,59,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,171,72,>1K
MALE,21,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,YES,YES,PASSIVE,189,70,<=1K
MALE,60,VOCATIONAL/GRAMMAR,MARRIED,UNHAPPY,IT`S DIFFICULT TO TELL,1,NO,NO,NO,NONE,168,72,<=1K
MALE,65,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,153,80,>1K
FEMALE,92,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,158,62,>1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,178,85,<=1K
FEMALE,58,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,170,83,<=1K
MALE,39,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,180,90,>1K
FEMALE,80,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,150,60,<=1K
MALE,55,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,3,NO,NO,NO,NONE,169,82,<=1K
FEMALE,53,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,163,58,<=1K
FEMALE,27,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,172,75,>1K
MALE,36,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,193,100,<=1K
FEMALE,72,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,168,58,>1K
FEMALE,74,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,156,85,>1K
FEMALE,65,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,160,73,<=1K
FEMALE,31,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,160,60,>1K
FEMALE,58,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,3,NO,YES,NO,NONE,168,80,>1K
FEMALE,74,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,82,<=1K
FEMALE,55,SECONDARY,DIVORCED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,160,75,>1K
FEMALE,32,VOCATIONAL/GRAMMAR,SINGLE,MIXED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,162,80,<=1K
MALE,26,SECONDARY,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,PASSIVE,176,85,>1K
FEMALE,53,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,YES,NONE,158,52,>1K
MALE,61,SECONDARY,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,YES,NO,NONE,178,83,<=1K
FEMALE,22,SECONDARY,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,7,NO,NO,YES,ACTIVE,174,54,<=1K
FEMALE,28,POST-SECONDARY OR HIGHER,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,3,YES,NO,NO,NONE,173,63,>1K
MALE,66,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,YES,YES,NO,NONE,170,102,>1K
FEMALE,55,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,14,NO,NO,NO,NONE,161,58,>1K
FEMALE,74,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,162,62,<=1K
FEMALE,78,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,158,57,>1K
MALE,54,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,176,76,<=1K
FEMALE,58,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,176,75,>1K
MALE,58,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,15,NO,YES,NO,NONE,162,103,>1K
FEMALE,49,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,167,67,>1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,6,NO,NO,NO,NONE,188,105,<=1K
FEMALE,34,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,162,56,<=1K
FEMALE,42,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,80,<=1K
FEMALE,66,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,165,69,>1K
MALE,59,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,NO,NONE,177,95,>1K
FEMALE,74,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,164,60,<=1K
FEMALE,52,VOCATIONAL/GRAMMAR,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,162,65,<=1K
FEMALE,71,SECONDARY,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,163,70,<=1K
FEMALE,51,SECONDARY,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,PASSIVE,164,64,>1K
MALE,53,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,NONE,176,80,<=1K
MALE,39,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,187,92,>1K
MALE,41,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,YES,NO,NONE,170,80,<=1K
FEMALE,23,SECONDARY,SINGLE,DELIGHTED,ONE CAN`T BE TOO CAREFUL,2,YES,YES,YES,ACTIVE,172,55,>1K
MALE,55,VOCATIONAL/GRAMMAR,MARRIED,TERRIBLE,IT`S DIFFICULT TO TELL,10,NO,NO,YES,NONE,176,90,<=1K
FEMALE,63,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,9,NO,NO,NO,NONE,164,69,<=1K
FEMALE,81,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,158,72,>1K
MALE,73,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,13,NO,NO,NO,NONE,172,85,<=1K
MALE,50,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,177,75,<=1K
FEMALE,55,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,160,60,<=1K
FEMALE,20,SECONDARY,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,2,YES,NO,YES,PASSIVE,170,60,<=1K
FEMALE,65,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,60,>1K
MALE,65,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,170,70,>1K
MALE,18,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,ACTIVE,183,79,<=1K
FEMALE,60,SECONDARY,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,158,68,>1K
MALE,38,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,172,112,>1K
FEMALE,73,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,30,NO,NO,NO,NONE,158,60,>1K
MALE,50,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,176,74,<=1K
MALE,17,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,170,60,<=1K
MALE,36,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,YES,PASSIVE,175,90,>1K
FEMALE,79,PRIMARY/NO EDUCATION,WIDOWED,MIXED,IT`S DIFFICULT TO TELL,0,NO,NO,NO,NONE,158,85,<=1K
FEMALE,64,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,NONE,164,100,<=1K
FEMALE,54,PRIMARY/NO EDUCATION,MARRIED,TERRIBLE,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,158,105,<=1K
MALE,81,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,167,64,>1K
MALE,24,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,PASSIVE,180,80,<=1K
MALE,26,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,YES,NO,ACTIVE,180,68,>1K
