"age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
33,"State-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,19,"Asia","<=50K"
43,"Private","Masters","Divorced","Prof-specialty","Unmarried","White","Female",0,2547,40,"United-States",">50K"
30,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Asia","<=50K"
59,"State-gov","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
26,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States","<=50K"
28,"Private","Some-college","Never-married","Tech-support","Own-child","Black","Male",0,0,24,"United-States","<=50K"
48,"Self-emp-not-inc","Some-college","Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
49,"Private","Bachelors","Widowed","Prof-specialty","Unmarried","White","Female",1506,0,35,"United-States","<=50K"
41,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,2179,40,"United-States","<=50K"
20,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","<=50K"
49,"Private","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
37,"State-gov","Bachelors","Never-married","Prof-specialty","Other-relative","White","Male",0,0,40,"United-States","<=50K"
18,"Private","12th","Never-married","Sales","Own-child","White","Female",0,0,8,"United-States","<=50K"
61,"Private","HS-grad","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,48,"United-States","<=50K"
66,"Private","Bachelors","Widowed","Other-service","Not-in-family","White","Male",0,0,12,"United-States","<=50K"
68,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",3273,0,40,"United-States","<=50K"
27,"Local-gov","HS-grad","Married-civ-spouse","Protective-serv","Wife","White","Female",0,0,40,"United-States","<=50K"
66,"Self-emp-not-inc","Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,7,"United-States","<=50K"
28,"Private","10th","Never-married","Other-service","Unmarried","White","Female",0,0,15,"United-States","<=50K"
26,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
46,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,48,"United-States","<=50K"
35,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,1974,40,"United-States","<=50K"
26,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","Own-child","White","Male",0,0,60,"United-States","<=50K"
40,"Private","HS-grad","Separated","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
31,"Private","Some-college","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"South-America","<=50K"
52,"Private","HS-grad","Widowed","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
61,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male",0,0,12,"United-States","<=50K"
39,"State-gov","11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",114,0,40,"United-States","<=50K"
47,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,48,"United-States","<=50K"
33,"Private","Bachelors","Married-civ-spouse","Machine-op-inspct","Husband","Other","Male",0,0,40,"South-America","<=50K"
17,"Private","11th","Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States","<=50K"
26,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States","<=50K"
25,"Private","HS-grad","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"United-States","<=50K"
39,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,16,"United-States","<=50K"
33,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,45,"United-States",">50K"
46,"Federal-gov","Some-college","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States","<=50K"
27,"Private","Some-college","Separated","Adm-clerical","Unmarried","White","Female",0,0,20,"United-States","<=50K"
48,"Private","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,40,"United-States",">50K"
29,"Self-emp-not-inc","11th","Married-civ-spouse","Other-service","Wife","White","Female",0,0,5,"United-States","<=50K"
40,"Private","Bachelors","Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
24,"Private","Bachelors","Never-married","Sales","Own-child","Black","Male",0,0,40,"United-States","<=50K"
55,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Other","Male",0,1579,35,"Asia","<=50K"
56,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
25,"Private","Assoc-acdm","Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
36,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
26,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
37,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,44,"United-States",">50K"
36,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Self-emp-not-inc","11th","Never-married","Craft-repair","Own-child","White","Male",0,0,50,"Mexico","<=50K"
25,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
36,"State-gov","HS-grad","Divorced","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
39,"Self-emp-inc","Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male",5178,0,48,"United-States",">50K"
35,"Private","Assoc-voc","Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","<=50K"
33,"Private","11th","Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","<=50K"
31,"Private","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,46,"United-States","<=50K"
49,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,22,"United-States","<=50K"
40,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","Asian-Pac-Islander","Male",0,0,60,"South-America","<=50K"
27,"Private","Some-college","Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
50,"Self-emp-not-inc","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,23,"United-States","<=50K"
38,"Private","12th","Never-married","Machine-op-inspct","Not-in-family","Black","Female",0,0,50,"United-States","<=50K"
55,"State-gov","Bachelors","Divorced","Exec-managerial","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-not-inc","7th-8th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,70,"Europe","<=50K"
40,"Private","Bachelors","Married-spouse-absent","Other-service","Not-in-family","Other","Male",0,0,40,"Mexico","<=50K"
42,"Private","Assoc-voc","Divorced","Tech-support","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
51,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
27,"Private","Bachelors","Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,50,"Asia","<=50K"
30,"State-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
40,"Private","10th","Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
43,"Self-emp-not-inc","Bachelors","Separated","Craft-repair","Unmarried","White","Male",0,0,35,"United-States","<=50K"
24,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
52,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"Private","Assoc-voc","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
33,"Private","Assoc-voc","Separated","Protective-serv","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
27,"Private","Some-college","Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
31,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
29,"Private","Masters","Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female",0,0,40,"Asia",">50K"
49,"Private","5th-6th","Married-civ-spouse","Other-service","Husband","White","Male",0,2603,40,"Europe","<=50K"
46,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"Europe",">50K"
37,"Private","11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
56,"Federal-gov","Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
26,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private","Some-college","Never-married","Adm-clerical","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
36,"Private","HS-grad","Married-civ-spouse","Other-service","Wife","Asian-Pac-Islander","Female",0,0,40,"Asia","<=50K"
52,"Private","10th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,45,"United-States","<=50K"
40,"Private","Some-college","Divorced","Craft-repair","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
21,"Private","HS-grad","Married-spouse-absent","Exec-managerial","Other-relative","White","Female",0,0,60,"United-States","<=50K"
63,"Private","10th","Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
30,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
30,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"South-America","<=50K"
50,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
41,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
39,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
23,"Private","HS-grad","Separated","Machine-op-inspct","Unmarried","White","Female",0,0,48,"United-States","<=50K"
52,"Private","HS-grad","Married-civ-spouse","Sales","Husband","Black","Male",0,2377,40,"United-States","<=50K"
46,"Private","Assoc-voc","Divorced","Tech-support","Unmarried","Black","Female",0,625,40,"United-States","<=50K"
26,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,42,"United-States","<=50K"
30,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1740,40,"United-States","<=50K"
23,"Private","Some-college","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
21,"State-gov","Some-college","Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,12,"United-States","<=50K"
39,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States","<=50K"
37,"Local-gov","Assoc-voc","Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"United-States","<=50K"
40,"Self-emp-not-inc","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,50,"United-States",">50K"
38,"Private","Some-college","Divorced","Adm-clerical","Unmarried","Black","Female",0,0,20,"United-States","<=50K"
47,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",4064,0,60,"United-States","<=50K"
20,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
35,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
62,"State-gov","Bachelors","Divorced","Prof-specialty","Not-in-family","White","Male",14084,0,40,"United-States",">50K"
32,"Private","11th","Divorced","Other-service","Unmarried","White","Female",0,0,15,"United-States","<=50K"
42,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
32,"Private","10th","Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
27,"Private","Some-college","Never-married","Other-service","Own-child","Black","Female",0,0,30,"United-States","<=50K"
53,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
28,"Self-emp-not-inc","5th-6th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,25,"Mexico","<=50K"
26,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
47,"Private","Prof-school","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
23,"Private","Some-college","Never-married","Protective-serv","Own-child","Black","Female",0,0,40,"United-States","<=50K"
70,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,30,"United-States","<=50K"
41,"State-gov","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
43,"State-gov","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
40,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"United-States","<=50K"
64,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
40,"Private","Some-college","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
43,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
50,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,48,"United-States","<=50K"
32,"Private","11th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
